"track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genero","playlist_subgenero","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"0013rDAvcGpsXhHyJkAfi2","Eternity","Calivania",39,"6MQeqXw9V1TmwvQRmZCSfP","SKINS","2022-06-10","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.517,0.679,1,-3.581,1,0.111,0.155,0.0063,0.0911,0.121,149.989,185825
"008aqmngiiKe5jrPSNyV6n","G Wagon","Ozuna",64,"7CSrNfB7tAWOMcvqv8r3rq","G Wagon","2022-03-10","Trap Land","37i9dQZF1DXde9tuMHuIsj","rap","trap",0.732,0.525,7,-5.888,0,0.0839,0.0645,0.0000719,0.186,0.732,160.102,209681
"00cP5rqzL6ZrwMaqTEeGIN","Hard To See","Five Finger Death Punch",0,"6GlsmhwCxNCEmW8v2YVPRN","War Is The Answer","2009-01-01","Hard Rock Training/Workout","0Bosi20LaeNMbimMkpBwjU","rock","hard rock",0.513,0.976,11,-3.117,1,0.17,0.00000462,0.00034,0.117,0.133,111.992,209493
"00hdjyXt6MohKnCyDmhxOL","Una Vaina Loca","Fuego",0,"01nV3KuocS1NJHTsJbPkTO","Una Vaina Loca","2011-11-02","Perreo Workout","37i9dQZF1DX9ZKyQHcEFXZ","latin","reggaeton",0.794,0.882,1,-5.589,1,0.0361,0.114,0.0000798,0.062,0.642,117.009,188213
"00HG0BYPrRQQ5S7HVhVNSy","Tums","TNGHT",43,"71faAIel0uVhPSmu8VJcj7","Tums","2021-11-04","Trap Mojito","37i9dQZF1DX1OIMC8iDi74","rap","trap",0.621,0.628,8,-4.687,0,0.0842,0.00347,0.546,0.704,0.542,166.084,217000
"00HU2RYUeBcOVJPbdOtdJ2","atravesao","Elsa y Elmar",55,"2NQf4yrGL2SCUFvOYIKdFr","atravesao","2022-01-27","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.916,0.529,0,-5.121,0,0.0563,0.369,0.00000511,0.0872,0.833,121.946,200510
"00i2HU7TEzzftShjRrDSEF","Changes","2Pac",68,"4Y9ISbppFbwk0r1XCLUi0I","The Best of 2Pac","2007-12-03","Hip-Hop Classics Party","37i9dQZF1DXbkfWVLd8wE3","rap","hip hop",0.865,0.657,7,-6.722,1,0.076,0.0404,0,0.14,0.316,111.115,268960
"00QctTgvparNNWBckHPy6b","By My Side","Aekae",34,"0QCWRcBWvAqXjAHh0tFQkP","By My Side","2022-06-03","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.463,0.989,11,-3.248,0,0.0517,0.00333,0.798,0.1,0.481,139.979,198857
"00qOE7OjRl0BpYiCiweZB2","Juke Box Hero","Foreigner",70,"2Pw51hAGvWpTA3AYl2WVuu","4 (Expanded)","1981","Classic Rock Drive","37i9dQZF1DXdOEFt9ZX0dh","rock","classic rock",0.357,0.653,9,-5.554,1,0.0654,0.0828,0,0.0844,0.522,176.647,259800
"00Qt1c8zamewy9XXUWwm7P","Rakata - Remix","Wisin & Yandel",46,"3TheioK614VC2aRMhfKS6h","Pa'l Mundo","2005-11-08","REGGAETON VIEJITO","6GIsLGY639AcJmgSfhQx7C","latin","reggaeton",0.874,0.819,1,-5.566,1,0.292,0.123,0,0.185,0.785,96.018,211187
"00ReeHCY0FQUyuAUyPJdnk","Ain't No Future In Yo' Frontin'","MC Breed",51,"7mLks5uEIPmT0056mb5oV3","MC Breed & DFC","1991-01-01","Hip hop BBQ radio","58ffpw3vZbjG15BzRpeqyI","rap","hip hop",0.672,0.761,0,-9.644,1,0.248,0.0514,0,0.474,0.731,102.192,244733
"00Ro1lnV3V6i87aY4t8Q43","La rebelion","Joe Arroyo",2,"4168LZnMKT5rgITtNBbo5z","Sabor a Salsa","2007-05-12","Verano Tropical","37i9dQZF1DX7OHJr8lBfqY","latin","tropical",0.571,0.755,1,-7.907,1,0.0735,0.142,0.0000255,0.136,0.875,107.951,376013
"00z5KWrilqKSm0WabzZAxw","Fantasy","Yonexx",39,"5rQLjVsb4tb1eTMHGqOts5","Fantasy","2022-05-27","Trap nation top 100","1nuylYX4ssCzNAUaaMFwLj","rap","trap",0.291,0.87,4,-3.527,0,0.108,0.0442,0.00403,0.523,0.126,149.391,188800
"011gUcrvLDn2gEApOdOhVe","Been A While","Sam Feldt",0,"4f99odoYED4w3X3EgMrjYG","Been A While","2016-02-05","TROPICAL HOUSE CLASSICS","5WTdHhrKAxeUUDgnKG2Jcj","latin","tropical",0.779,0.695,1,-6.064,0,0.031,0.425,0.000769,0.107,0.392,120.004,163527
"01daSGcNfdZvpVMtrr7qg6","See You","Fabio Vee",26,"1FM9pjg7xRhI297RKGAydI","See You","2018-06-25","Tropical Chill 2022","2eHVGSeVRa4NSrtsNljEr9","latin","tropical",0.669,0.746,0,-6.385,0,0.0329,0.644,0.78,0.0735,0.203,120.017,328000
"01dPcsbep0CGpj4VZ2OWKc","Dismantled","Icon For Hire",51,"2pJDgYFNu0Qu1FgNDMDa9T","Dismantled","2022-06-16","Rock Hard","37i9dQZF1DWWJOmJ7nRx0C","rock","hard rock",0.553,0.736,8,-3.669,1,0.039,0.000522,0.000702,0.106,0.393,90.019,191467
"01EzG8Qg7oQqYMTNV5YkOW","Cochinae","Julianno Sosa",84,"0IzxRY3FGPo3sB8kLrNMCU","Querian Perreo?","2022-04-19","Baila Reggaeton","37i9dQZF1DWY7IeIP1cdjF","latin","reggaeton",0.855,0.72,6,-7.953,1,0.0516,0.0626,0.0187,0.268,0.948,97.984,200816
"01Mpj13vURSO3cCLprPt5T","Raining Blood","Slayer",63,"2DumvqHl78bNXuvU9kQfPN","Reign In Blood","1986-01-01","Hard Rock /Metal","1GXRoQWlxTNQiMNkOe7RqA","rock","hard rock",0.294,0.995,1,-4.383,0,0.168,0.000489,0.331,0.128,0.0379,88.777,254400
"01QNJZhCL2mqc1425ecT0C","Killers - 1998 Remastered Version","Iron Maiden",0,"1pEuH3pCpd42YGAmxEkSkM","Killers (1998 Remastered Edition)","1981-02-02","Hard Rock /Metal","1GXRoQWlxTNQiMNkOe7RqA","rock","hard rock",0.229,0.926,9,-6.493,1,0.0945,0.0043,0.00176,0.0602,0.407,87.373,301893
"01R0Xdwje645C6xFCnMRvm","Talk Dirty To Me","Poison",52,"0xOBnypzEh4WKROJ51LL09","Look What The Cat Dragged In","1986-01-01","Classic Rock 60's, 70's, 80's","7ryj1GwAWYUY36VQd4uXoq","rock","classic rock",0.507,0.804,11,-13.267,1,0.044,0.0211,0.00248,0.381,0.708,157.996,223960
"01R0Xdwje645C6xFCnMRvm","Talk Dirty To Me","Poison",52,"0xOBnypzEh4WKROJ51LL09","Look What The Cat Dragged In","1986-01-01","Hard Rock Classics","5cwIrjOMWTiGCYB5Z9oQix","rock","hard rock",0.507,0.804,11,-13.267,1,0.044,0.0211,0.00248,0.381,0.708,157.996,223960
"01T4PnrdCrMwZcWWqa0rFt","Found Somebody","SHIVAN",42,"0szRlfNjGoHGwOkWXwUpJc","Found Somebody","2021-04-09","Tropical House 🏝 hits 2022 tropical house","2SRbIs0eBQwHeTP7kErjwo","latin","tropical",0.729,0.771,4,-5.671,0,0.0607,0.219,0.00000578,0.114,0.319,125.037,207356
"01UYpHuzHi4eB9PAbDoPY2","Summer Breeze","Seals and Crofts",66,"4dkdQY484elFRfcVNY6uzj","Seals & Crofts' Greatest Hits","1972","Yacht Rock Classics","4J2R4B8QKsIMLvqMTW2WLs","rock","classic rock",0.49,0.581,5,-6.566,1,0.0388,0.553,0.0177,0.0764,0.318,88.718,205480
"01vHGJRvJ6EZW9KO8NtZpi","Un Polvo (feat. Bad Bunny, Arcángel, Ñengo Flow & De La Ghetto)","Maluma",66,"4TxYVUplaWuhJrVmW1O5Zt","Un Polvo (feat. Bad Bunny, Arcángel, Ñengo Flow & De La Ghetto)","2016-11-16","Trap Classics","37i9dQZF1DX9ru0ROInnew","rap","trap",0.811,0.681,6,-4.715,0,0.0712,0.673,0,0.636,0.468,134.062,306373
"01XFgRZfZI7oBagNf1Loml","Harlem Shake","Baauer",59,"5H0yFEG5FT0tccZRSdNvVU","Harlem Shake","2013-02-12","Trap Mojito","37i9dQZF1DX1OIMC8iDi74","rap","trap",0.452,0.794,0,-5.151,1,0.0483,0.0111,0.00182,0.416,0.282,137.825,196664
"01YGmszYuYM81hYrXNBZyT","I'll Be There For You/You're All I Need To Get By","Method Man",0,"3qTqPnKUJixgfnsYia24oE","Tical","1994-11-15","90s Hip Hop Party","4nZCoj32S7JoRwwMNvMco0","rap","hip hop",0.716,0.674,4,-8.639,0,0.0502,0.161,0.0000518,0.332,0.649,95.013,309227
"01ZepwW5W3Z4fwl4bzaHyY","Kick It In The Sticks","Brantley Gilbert",61,"3yWeEEaC5xs7FgzwRgjm1p","Halfway To Heaven (Deluxe Edition)","2010","Hard Rockin' Country","0ue8LUEREzXBZK7nB0zF2v","rock","hard rock",0.493,0.843,8,-5.924,0,0.0707,0.00507,0,0.13,0.523,158.028,225747
"023NQXeakZ7eyE6ja19qMa","Chilling","Oshóva",25,"40vxfyPQazbRFQstDjtlb7","Chilling","2016-09-17","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.671,0.621,0,-7.404,1,0.0609,0.0391,0.0101,0.363,0.494,99.974,175243
"02a3YjaSKk3KZxK5mMnSW1","Culo Remix","Pitbull",54,"0gayfOCt1DJX4j8MOhv7we","Money Is Still A Major Issue","2005","REGGAETON VIEJITO","6GIsLGY639AcJmgSfhQx7C","latin","reggaeton",0.873,0.641,11,-9.197,0,0.154,0.0609,0,0.0989,0.832,119.971,240133
"02BDSCfu9jBYvJ8LkUVttD","Hi Life","UGK",42,"4jTPQq9PSlKMOm1yLx2ATN","Ridin' Dirty","1996-07-30","trap🧟‍♀️","2imeRmIXuWrfShoISZvmrX","rap","trap",0.663,0.606,5,-7.552,1,0.203,0.579,0,0.217,0.613,79.721,325373
"02BsTeJE4q5gWOTt58ur5U","I Can't Tell You Why - 2013 Remaster","Eagles",64,"1sW1HxI9VppbiXqgFQHVCP","The Long Run (2013 Remaster)","1979","Yacht Rock Classics","4J2R4B8QKsIMLvqMTW2WLs","rock","classic rock",0.707,0.346,11,-12.397,0,0.0251,0.69,0.145,0.1,0.49,85.094,295050
"02DurCgOvDdX0uKEjqcl3W","Who Are You","The Who",0,"2Qq60yedIbueTu5Sgn2bfL","Who Are You","1978-08-18","Classic Rock #1 Hits","3DYUw0nHB9o8tLZKQup4zp","rock","classic rock",0.653,0.631,9,-11.334,1,0.0461,0.299,0.00265,0.0627,0.516,156.32,381627
"02GwPAncasVL82yC7y2hmN","Raise Up","Petey Pablo",56,"5HRSHdifYk7QXStjKB0SJZ","Diary of a Sinner: 1st Entry","2001","2000s Hip-Hop Retrogamer","5dBbja1fYohcz7JUXJiyhM","rap","hip hop",0.735,0.844,1,-5.215,1,0.167,0.142,0,0.319,0.742,156.069,286427
"02hyDMBvUTU0ATb7RS6dmg","Las Puertas del Cielo","Manny Cruz",49,"7tn2Du0ZolY76WSl9aMwF7","Las Puertas del Cielo","2021-01-29","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.857,0.758,4,-3.976,0,0.0666,0.364,0,0.124,0.883,127.051,232803
"02mhtclidb7Jpf1gwEasJh","Barranquilla Bajo Cero","Beéle",74,"0TDGIoXeKDPhp1LpU4RMvf","Barranquilla Bajo Cero","2022-05-27","REGGAETON NUEVO🔥 2022-LO MÁS NUEVO 2021","1vF8bpdC2XZMQ2wPTsRJVy","latin","reggaeton",0.838,0.722,9,-6.245,1,0.234,0.0656,0,0.0712,0.749,80.987,246215
"02N5d3o30MRDCfUwf6MEIH","Gone Get It","Lost Heroes",36,"3iIs3e2NGVwTFQyrCF86Lx","Gone Get It","2022-04-20","TRAP WORKOUT / AGGRESSIVE BASS","3i27pZJXTon1DDWfuMu3p9","rap","trap",0.372,0.872,1,-5.318,1,0.431,0.0206,0.00201,0.491,0.496,102.511,169251
"02p3SB7cipcWK3STz7aLbK","Best of Us","Dirty Heads",52,"3qg7pFyj6gbNVDtbi9aZHY","Cabin By the Sea","2012-06-19","Island Vibes 🏝️","4B2lrMRvAnzWYeFGchNEGC","latin","tropical",0.74,0.703,9,-7.663,1,0.0543,0.17,0,0.17,0.961,81.984,187064
"02pf9lLM8Nb8l4u4ts1GWb","My Nigga","YG",1,"4F6GGyqtJoF4EOxDgsKzsB","My Krazy Life (Deluxe)","2014-01-01","2010s TRAP music 🤑💵","0vTKa4BeT8F1iU3lv0qYR0","rap","trap",0.673,0.464,10,-6.864,0,0.201,0.0933,0,0.21,0.762,171.043,235600
"02WDt2eCNOU2mt0DF5w678","Heavy (with Lil Uzi Vert)","Nigo",66,"2RADneMo8givvCbM6k6yPR","Heavy","2022-03-18","Hip Hop Controller","37i9dQZF1DWT5MrZnPU1zD","rap","hip hop",0.677,0.558,8,-7.681,1,0.177,0.167,0,0.365,0.384,144.485,200426
"02WDt2eCNOU2mt0DF5w678","Heavy (with Lil Uzi Vert)","Nigo",66,"2RADneMo8givvCbM6k6yPR","Heavy","2022-03-18","Trap 2022 😈🔥💯","68PbMiU12ssvm5UAHsqqOi","rap","trap",0.677,0.558,8,-7.681,1,0.177,0.167,0,0.365,0.384,144.485,200426
"02Wxt6S5N3socdwU5nMvuH","La Locura Automática - Reggaeton","La Secta AllStar",47,"6wZz0YhgLoPMzI48HzI7kh","El Hit Parade","2006-01-01","Reggaeton Oldschool 📻 Regueton Oldschool","1uESzGXc4wuPopo3uv3NwX","latin","reggaeton",0.802,0.756,0,-4.881,1,0.0713,0.321,0,0.183,0.702,91.995,245347
"02xP8YKQjC9EOti0sC87Nl","I can't stop","Hiboky",40,"2JLidK5LE0nbC7XYJAIo1T","I can't stop","2022-05-03","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.539,0.756,7,-8.813,0,0.0387,0.00208,0.434,0.38,0.114,135.006,190241
"031rVKYjBhsaVM8o1i1vK0","Proud Mary","Creedence Clearwater Revival",51,"03GKkfyog7hnllilFS3jIV","Chronicle: 20 Greatest Hits","1976-01-01","Classic Rock 60's, 70's, 80's","7ryj1GwAWYUY36VQd4uXoq","rock","classic rock",0.689,0.558,9,-10.051,0,0.0309,0.0337,0.000613,0.0563,0.607,120.691,188667
"037ia8pNKhI3nEJsPxdKSC","Gravity Glidin","Masked Wolf",36,"6AOqia2fFV9rj0xwR6HNaf","Gravity Glidin","2021-06-04","Energy Booster: Hip-Hop","37i9dQZF1DWZixSclZdoFE","rap","hip hop",0.714,0.641,7,-7.994,1,0.0807,0.0436,0.00000492,0.113,0.418,180.175,140500
"03a359wbiUsjN9h6yzXvmS","She Don't Give a Fo","Duki",79,"42ZO19JImkKWh6y7rfvrfM","She Don't Give a Fo","2018-03-12","TRAP LATINO 2022 🔥🔥 TRAP EN ESPAÑOL 2022 💯DRILL ESPAÑA ","4ZOZ6EFbYzNkIt12Hyk6Gt","rap","trap",0.854,0.556,1,-4.49,1,0.14,0.345,0,0.165,0.342,119.938,209531
"03tqyYWC9Um2ZqU0ZN849H","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",76,"6MQtWELG7aRX7CkAzQ6nLM","Flockaveli","2010-10-01","Energy Booster: Hip-Hop","37i9dQZF1DWZixSclZdoFE","rap","hip hop",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773
"03tqyYWC9Um2ZqU0ZN849H","No Hands (feat. Roscoe Dash & Wale)","Waka Flocka Flame",76,"6MQtWELG7aRX7CkAzQ6nLM","Flockaveli","2010-10-01","2010s TRAP music 🤑💵","0vTKa4BeT8F1iU3lv0qYR0","rap","trap",0.76,0.595,1,-6.366,1,0.0391,0.00544,0,0.241,0.361,131.497,263773
"03vImkfmZ82Jsyuy7zJPJI","Me Niegas","Kings of Regueton",43,"1j1UlrNlRuJtzWpiDuG2u2","Regueton 2015","2015-07-17","REGUETON VIEJO 🍑 REGGAETON ANTIGUO","3BcMRvar0zLaT3bHkZqT69","latin","reggaeton",0.72,0.639,8,-8.028,1,0.0687,0.0673,0,0.241,0.732,174.012,202309
"03wsvOuSWSo0HbHFBgY9li","The Uprising","REAPER",29,"6xpb60RTZpstoFxakOAXZ0","The Uprising","2022-06-22","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.554,0.87,11,-4.089,0,0.148,0.00197,0.232,0.0833,0.179,84.731,197735
"04a1HkNH7LFsG5mEiLN7vl","No New Friends - SFTB Remix","DJ Khaled",57,"0nRAbeyOElQVVHsDTRYbOO","Suffering From Success","2013-01-01","Hip Hop Dance Playlist","5B46dEOFzUu8z3uPC9lBLt","rap","hip hop",0.703,0.681,2,-6.356,1,0.133,0.00589,0,0.449,0.245,124.928,308333
"04alkCGCItgPwDzsjOFpws","Free","Ikson",0,"78VxehlKlAwg88RRYIzbNR","Your Story, Vol. 1","2017-11-10","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.645,0.927,0,-2.816,1,0.0448,0.517,0.0143,0.464,0.825,101.989,148254
"04cd1MHVq1D8v1nuTZoCdv","Puntos Suspensivos","Piso 21",70,"0sGGdQF7f03jwgaD9qhtUQ","Ubuntu","2018-05-11","reggaeton 2017, 2018, 2019","1wYq0iP7zEkWlhJ5mAmJGW","latin","reggaeton",0.823,0.731,11,-3.399,0,0.103,0.175,0,0.131,0.952,152.024,186316
"04Dlu0mT0McBRnpcAxChxY","Lost With You","Braaten",48,"5stI0alysKU65DEEoTODCC","Lost With You","2021-09-24","Tropical Vibes","37i9dQZF1DXd8Gn5cSmvFy","latin","tropical",0.585,0.624,1,-7.11,1,0.0339,0.322,0,0.102,0.304,120.05,186571
"04e6inMj0fH8ifKgxVhGdn","Far Behind","Oleska",48,"7Biu43aqHQoH3pgDMR49gQ","Far Behind","2016-04-14","Tropical House 🏝 Tropical Covers, Tropical House Remixes, Tropical Deep House","06zrBJ5cts5aemZmqe80J7","latin","tropical",0.739,0.704,5,-7.5,0,0.0267,0.0186,0.025,0.123,0.17,122.975,210185
"04elniHFWwwFHxi3SZlGI6","Kitipun","Juan Luis Guerra 4.40",55,"7Hp43M9ZedO6dhIOa3O3fN","Kitipun","2019-04-05","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.857,0.676,0,-5.973,1,0.0316,0.405,0,0.0951,0.747,132.011,216947
"04f13iELcsYpY2yeLiAcfq","El Amante (feat. Ozuna & Bad Bunny) - Remix","Nicky Jam",68,"55uno9tUFr9N5Gq5Rnzfwd","El Amante (feat. Ozuna & Bad Bunny) [Remix]","2017-06-26","reggaeton 2017, 2018, 2019","1wYq0iP7zEkWlhJ5mAmJGW","latin","reggaeton",0.803,0.767,8,-5.377,1,0.0535,0.311,0,0.073,0.598,89.968,225520
"04K2bMi2vyOBwxr5EjDq5O","The American Nightmare","Ice Nine Kills",60,"3DVjLNjzyZBVc8eZcJoulz","The Silver Scream","2018-10-05","Hard Rock Playlist","3Mfm0r8POnJH4yXXZy6ULI","rock","hard rock",0.505,0.981,2,-3.779,1,0.156,0.000212,0.00000375,0.588,0.256,120.052,249747
"04KTF78FFg8sOHC1BADqbY","Hot In Herre","Nelly",76,"4HUUHHXBXImwksfbSPqE7q","Nellyville","2002-06-25","Hip-Hop Drive","37i9dQZF1DWUFmyho2wkQU","rap","hip hop",0.956,0.745,11,-4.753,0,0.12,0.206,0,0.0615,0.912,107.075,228240
"04MK0b62tKhegb0cxYC3Ey","Turn Up","22 Void Beats",35,"3f2eovaiBiAYdi2si2EXBl","Turn Up","2021-01-15","TRAP WORKOUT / AGGRESSIVE BASS","3i27pZJXTon1DDWfuMu3p9","rap","trap",0.6,0.957,7,-2.908,1,0.431,0.0137,0.00276,0.308,0.549,171.533,192624
"04MLEeAMuV9IlHEsD8vF6A","No Stylist (feat. Drake)","French Montana",65,"0DMvfJWc1DjSbmnJF1NW1o","No Stylist","2018-09-20","Hip-Hop and Play","2NoR0KhNZ8oZnC3HoNt2FV","rap","hip hop",0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,192172
"04MLEeAMuV9IlHEsD8vF6A","No Stylist (feat. Drake)","French Montana",65,"0DMvfJWc1DjSbmnJF1NW1o","No Stylist","2018-09-20","TRAP RAP Bangers","4OYX2trVkSBIJf5idmRPLU","rap","trap",0.765,0.704,5,-4.589,0,0.127,0.0215,0,0.227,0.498,147.055,192172
"04NGX0b5Tgs7VsErfn5OA1","Vitamin R (Leading Us Along)","Chevelle",58,"3zuIMH8P0GKtV5LR6zwGLB","This Type Of Thinking (Could Do Us In)","2004-09-21","2000s Hard Rock","3nB7yqhqfyEaldi9Tlejl2","rock","hard rock",0.481,0.88,4,-4.55,1,0.0717,0.00465,0.0000602,0.204,0.289,95.023,223173
"04R8ZuXUQC5RdIC9GfMMdU","Ring of Fire","Johnny Cash",0,"5EgMEAMY21rWc9RZjkFjjB","Ring Of Fire/The Best of Johnny Cash","1963","Classic Rock Party Mix","3yZWNPmsPgmLcgY75N5VB4","rock","classic rock",0.395,0.487,7,-10.809,1,0.042,0.825,0.0000735,0.462,0.669,206.346,158133
"04uA3BJ1Rj8DBKkpKCABJx","Mírala Bien","Wisin & Yandel",66,"0mfiGkVJST0ysEVznu2aZP","Pa'l Mundo","2005-01-01","Reggaeton Classics","37i9dQZF1DX8SfyqmSFDwe","latin","reggaeton",0.815,0.856,1,-4.399,0,0.13,0.255,0,0.0697,0.713,96.014,156560
"058LC5qOG4VDaa4scqYc6v","Motownphilly","Boyz II Men",0,"0hizzarWYWhBfygpvfFOnt","Cooleyhighharmony - Expanded Edition","2009-01-01","90s Hip Hop Party","4nZCoj32S7JoRwwMNvMco0","rap","hip hop",0.707,0.942,2,-5.32,1,0.105,0.0057,0.00001,0.177,0.832,114.173,235265
"059bcIhyc2SBwm6sw2AZzd","Te Vi","Piso 21",76,"02XOoh8XrlCc466QkkjGk5","Te Vi","2018-12-14","reggaeton 2017, 2018, 2019","1wYq0iP7zEkWlhJ5mAmJGW","latin","reggaeton",0.877,0.777,1,-4.246,1,0.117,0.0446,0.0000346,0.0863,0.706,102.02,231848
"05bfbizlM5AX6Mf1RRyMho","AM Remix","Nio Garcia",81,"1jTRS4KS666BesH1GUHyEV","AM Remix","2021-06-24","Reggaeton 2022 😍 🔥","03sDEv7FN58Mb9CJOs1Tgn","latin","reggaeton",0.743,0.655,6,-5.015,0,0.159,0.114,0,0.0764,0.785,172.031,261335
"05BQXXeiwvZflgUZd7QavE","No Se Ve","Anonimus",32,"1Z19OzqVNiTqgqJnjYLfae","No Se Ve","2016-07-15","Trap Latino 2015-2018","4AGRS3dXxDnTaDIWbhLoWZ","rap","trap",0.719,0.786,6,-5.713,0,0.138,0.179,0,0.0771,0.681,179.94,203387
"05ckp9gbWDW6x0o94FQkqw","Skinny Love","Lone Tusker",46,"6kgjWa21aJ9T2cT6d1euMm","Skinny Love","2020-11-20","Tropical House Remixes 🍍 Tropical Covers","3YdAwfgQLMS4AN2WjRfRlb","latin","tropical",0.632,0.667,11,-7.578,1,0.0625,0.727,0.0000112,0.268,0.356,108.048,167778
"05d0sXGApO7BPFY9tMwCXm","Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)","Pink Floyd",57,"3lBCDflEyxa7JucrV4Npwj","Hey Hey Rise Up (feat. Andriy Khlyvnyuk of Boombox)","2022-04-08","Classic Rock","5BygwTQ3OrbiwVsQhXFHMz","rock","classic rock",0.517,0.463,1,-9.664,0,0.0354,0.0116,0.0000965,0.0742,0.49,114.891,206493
"05fHQeRbCSjKVS6z0WbQKJ","Every Time You Go Away - Radio Edit","Paul Young",71,"6bDQgC4mNcwz46wHKI6h2y","From Time To Time - The Singles Collection","1991-09-07","Classic Rock/Oldies","1M6nTNU87jZDnfeyVfALqJ","rock","classic rock",0.572,0.721,5,-8.959,1,0.0402,0.187,0.00000741,0.216,0.844,164.252,267000
"05GTtG1ckPWfGOC0mHGJ0V","Musta Got Lost - Live","The J. Geils Band",43,"7zSfk3zDDuCQqhwqWeALub","Live: Blow Your Face Out","1976","Classic Rock Summer Songs","4priBahpv55oJLpimBKqs0","rock","classic rock",0.48,0.613,0,-10.787,1,0.321,0.211,0,0.942,0.598,107.992,394560
"05HATt8uMsnGBYya0qDHPX","Uncle Albert / Admiral Halsey - Medley / Remastered 2012","Paul McCartney",0,"4LPRyrhbUxGn9R6aUOGQxE","RAM","1971-05-17","Classic Rock Summer Songs","4priBahpv55oJLpimBKqs0","rock","classic rock",0.371,0.507,7,-9.805,1,0.0325,0.58,0.0201,0.175,0.535,91.786,295147
"05iPRsY5k3Bbm95I53ZY31","Get Out","Sundell",42,"1Fp1Iwi1rzunB8yMV23QPr","Get Out","2019-08-09","Tropical Vibes","37i9dQZF1DXd8Gn5cSmvFy","latin","tropical",0.734,0.692,6,-8.375,0,0.0672,0.0797,0.00000352,0.103,0.344,128.05,150005
"05jVbjHBsX3V8OxFWlpayR","Pa'lla Voy","Marc Anthony",63,"7Egfnc2y2UO9Gqeh5nYzDh","Pa'lla Voy","2021-08-27","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.692,0.926,9,-4.548,0,0.0548,0.509,0.000219,0.0496,0.966,96.004,246787
"05liOVVybQw3UyyrEOAcSw","Classless Act (feat. Vince Neil of Motley Crue)","Classless Act",53,"2TGWTcdEm3PydLgMmxBawv","Classless Act (feat. Vince Neil of Mötley Crüe)","2022-05-20","Rock Hard","37i9dQZF1DWWJOmJ7nRx0C","rock","hard rock",0.457,0.981,0,-2.26,1,0.135,0.000425,0,0.355,0.201,94.991,194655
"05NYcsjJwOYq4jIiKPVj9p","Hard To Handle","The Black Crowes",72,"2NRRQLuW6j3EsoWpIl2MR3","Shake Your Money Maker","1990-02-13","Classic Rock Drive","37i9dQZF1DXdOEFt9ZX0dh","rock","classic rock",0.599,0.79,4,-3.58,1,0.043,0.00257,0.00181,0.312,0.961,103.783,188067
"05RgAMGypEvqhNs5hPCbMS","Panama - 2015 Remaster","Van Halen",73,"3REUXdj5OPKhuDTrTtCBU0","1984 (Remastered)","1984-01-04","Classic Rock Retrogamer","6gUFdcGzKAHyDXY9TKC6cP","rock","classic rock",0.526,0.978,8,-5.436,1,0.108,0.00122,0.0000475,0.0744,0.451,141.167,210227
"05RgAMGypEvqhNs5hPCbMS","Panama - 2015 Remaster","Van Halen",73,"3REUXdj5OPKhuDTrTtCBU0","1984 (Remastered)","1984-01-04","’80s Hard Rock","37i9dQZF1DX68H8ZujdnN7","rock","hard rock",0.526,0.978,8,-5.436,1,0.108,0.00122,0.0000475,0.0744,0.451,141.167,210227
"05RUgr7mAggMPViJ5dcSD0","Just Fine","DAMIU",34,"6DfhGbNSihL4PpDuZ8yGxX","Just Fine","2022-05-27","Tropical House 🏝 Tropical Covers, Tropical House Remixes, Tropical Deep House","06zrBJ5cts5aemZmqe80J7","latin","tropical",0.659,0.605,0,-6.484,0,0.0295,0.16,0,0.477,0.157,110.098,163113
"05Sgj1Hx03ZXc57gsV1kfX","It's Goin' Down (feat. Nitti)","Yung Joc",67,"1Lr1TMh8vcdD3OvrzQTGVn","New Joc City","2006-06-06","Hip-Hop Drive","37i9dQZF1DWUFmyho2wkQU","rap","hip hop",0.888,0.577,1,-7.702,0,0.0612,0.0986,0,0.131,0.609,84.003,241840
