"track.id","track.name","track.artist","track.popularity","track.album.id","track.album.name","track.album.release_date","playlist_name","playlist_id","playlist_genero","playlist_subgenero","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms"
"12LjNmRrdzhTn1vMcxN81m","Money Ain't a Thang (feat. Jay-Z)","Jermaine Dupri",60,"4gBlh3imgWjnD275XauGwt","Life In 1472 (The Original Soundtrack)","1998","Hip hop BBQ radio","58ffpw3vZbjG15BzRpeqyI","rap","hip hop",0.854,0.738,6,-7.284,0,0.244,0.0581,0,0.106,0.847,100,254253
"12LQ2VPWJEGOC9IA7b4x9G","Hands On Your Body","Basixx",0,"4nqz0dunYNDm1SbuXSskVV","Like a Hurricane","2018-11-09","Tropical Vibes","37i9dQZF1DXd8Gn5cSmvFy","latin","tropical",0.733,0.773,11,-5.578,0,0.0926,0.0689,0.0000588,0.105,0.566,124.971,190500
"12ParL9qB3J1TxJCOLCZMN","60's Girl","Austin Christopher",50,"68eSK1nD8kBMFmIAL7JBUD","60's Girl","2022-04-28","Tropical House Remixes 🍍 Tropical Covers","3YdAwfgQLMS4AN2WjRfRlb","latin","tropical",0.552,0.756,11,-6.389,1,0.0337,0.24,0.0000183,0.121,0.37,103.114,163107
"12PlslqAWQUtiLoObNaj8a","Time In A Bottle","Jim Croce",0,"5M1LRjo6pwaxEBuu7Dbvjb","Photographs & Memories: His Greatest Hits","1974-01-01","Classic Rock Summer Songs","4priBahpv55oJLpimBKqs0","rock","classic rock",0.541,0.251,2,-11.729,1,0.0329,0.793,0,0.228,0.642,134.041,145200
"12tqBVgDHj9Rue21Hedhyg","Take It Easy - Matstubs Remix","Jetta",49,"4Pe4KuYkwamZAB9IgnmAnv","Take It Easy (Matstubs Remix)","2016-04-29","Trap nation top 100","1nuylYX4ssCzNAUaaMFwLj","rap","trap",0.561,0.515,0,-5.702,1,0.0305,0.0347,0.00035,0.0677,0.0725,75.028,219280
"12uswvXC1QR3WiKJXbXxrI","Shipwreck","Letdown.",52,"1kVSrNEw1CDaXEFo8oRcm0","Shipwreck","2022-04-01","Rock Hard","37i9dQZF1DWWJOmJ7nRx0C","rock","hard rock",0.513,0.721,10,-4.921,1,0.0322,0.0968,0.00000256,0.157,0.38,140.009,230698
"12VWzyPDBCc8fqeWCAfNwR","One Dance","Drake",2,"0G1ffjfFuTUTVjDrVdLimH","Views","2016-05-13","Hip Hop Dance Playlist","5B46dEOFzUu8z3uPC9lBLt","rap","hip hop",0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987
"12WiGqEs3t5hrzBJTe1K0P","Call Me The Breeze","Lynyrd Skynyrd",64,"54V1ljNtyzAm053oJqi0SH","Second Helping","1974-04-15","Classic Rock Drive","37i9dQZF1DXdOEFt9ZX0dh","rock","classic rock",0.271,0.642,2,-10.475,1,0.0384,0.00434,0.0781,0.118,0.819,186.366,309773
"12yHvSYFXI7PGzNecUvIDu","Saturday Night’s Alright (For Fighting) - Remastered 2014","Elton John",69,"5WupqgR68HfuHt3BMJtgun","Goodbye Yellow Brick Road (Remastered)","1973-10-05","Rock Classics","37i9dQZF1DWXRqgorJj26U","rock","classic rock",0.513,0.979,0,-6.362,1,0.0425,0.0195,0.0951,0.0906,0.94,152.875,295466
"12Z58EUHuocIfFDXJoOGrF","Cursed","Lone Me",37,"5pGvBa1i4mkum2zs1IY8wf","Cursed","2022-01-14","TRAP WORKOUT / AGGRESSIVE BASS","3i27pZJXTon1DDWfuMu3p9","rap","trap",0.525,0.949,8,-3.951,1,0.412,0.145,0,0.0735,0.329,149.709,166400
"132ALUzVLmqYB4UsBj5qD6","Adan y Eva","Paulo Londra",72,"0qJkFmVwwNXP6fvSemDZqn","Homerun","2019-05-23","reggaeton 2017, 2018, 2019","1wYq0iP7zEkWlhJ5mAmJGW","latin","reggaeton",0.767,0.709,1,-4.47,1,0.336,0.323,0,0.0745,0.72,171.993,256972
"133G9W0ZHEi5TfZTWTYXGP","I Don't Know Why - Danny Avila Remix","Gavin James",33,"7HnOUGQhOIpr1rOVXTDyvI","I Don't Know Why","2017-07-14","Tropical House Remixes 🍍 Tropical Covers","3YdAwfgQLMS4AN2WjRfRlb","latin","tropical",0.578,0.768,6,-4.163,1,0.0443,0.105,0,0.236,0.347,101.907,209491
"136RZz52ah69tPa3k7HLT3","Miracle","Black Swan",33,"6UGcYx1XfJH0oUikg4ytrq","Generation Mind","2022-04-08","Hard Rock","37i9dQZF1DX1X7WV84927n","rock","hard rock",0.51,0.823,1,-7.54,1,0.0392,0.000104,0.00221,0.0743,0.377,114.986,299050
"138JuTi1U3WIROalXod9FB","In The End","Linkin Park",0,"6NnXXuGYvLlzhBQDI0duqJ","Hybrid Theory","2000-10-24","Hard rock🍒","09OrpnkLFznNScqNY4l7uX","rock","hard rock",0.542,0.853,3,-6.407,0,0.0498,0.0103,0,0.108,0.37,105.256,216933
"13APrZye7sx8Zs5BYFLaza","Butterflies","Karma",32,"0tLN0LvIZiOb13yafdoXr1","Butterflies","2021-09-03","[hip-hop]","5vHEBacci4lX4detZU30F2","rap","hip hop",0.615,0.645,5,-7.99,0,0.184,0.706,0,0.17,0.497,89.631,215333
"13AvIMuWOBUWGBhWGIHb6N","Friday","Ice Cube",56,"28jbQJCBOGrZHnrkTb6uw5","Friday (Original Motion Picture Soundtrack)","1995-04-11","Hip hop BBQ radio","58ffpw3vZbjG15BzRpeqyI","rap","hip hop",0.693,0.759,11,-4.184,1,0.0631,0.0694,0.00000439,0.154,0.63,186.047,229827
"13EW51DKru044OJDJ9Bm8o","TRAGIC (feat. Youngboy Never Broke Again & Internet Money)","The Kid LAROI",73,"3YjfdLdpQcVI72uKhooZst","F*CK LOVE (SAVAGE)","2020-11-06","Energy Booster: Hip-Hop","37i9dQZF1DWZixSclZdoFE","rap","hip hop",0.779,0.642,8,-6.321,0,0.116,0.0383,0,0.2,0.388,82.363,153147
"13iTzttt2HngeGOKtWFOmi","Run Like The Wind - Ookay Remix","QUIX",37,"7EEYkZsi5x7PJwXYGRuPXX","IDK, Vol. 2 (Remixes)","2022-03-10","Trap Nation","0NCspsyf0OS4BsPgGhkQXM","rap","trap",0.389,0.936,1,-2.354,0,0.0779,0.00661,0.243,0.114,0.137,149.917,187108
"13L9jEt1IfmZQx77bzAxBp","Ghosts","Bruce Springsteen",0,"40SVItMLcT8suI5pSSaf5I","Ghosts","2020-09-24","Classic Rock","5BygwTQ3OrbiwVsQhXFHMz","rock","classic rock",0.532,0.736,11,-6.901,1,0.0383,0.000146,0.000961,0.292,0.656,125.105,354813
"13RIj7hvyNBRFYOrIOOldq","Drop The World","Lil Wayne",0,"3Mtfmwg3BshSBUZYHXG1PA","Drop The World","2009-01-01","Hip Hop Workout Bangers 👊","6Bcp6Gk5q0LpoG5M2KuLGE","rap","hip hop",0.667,0.906,1,-1.641,1,0.325,0.0706,0,0.342,0.383,145.048,229627
"13XHuE00ElL5thSxkaEXxK","Only God Can Judge Me","2Pac",0,"4CzT5ueFBRpbILw34HQYxi","All Eyez On Me","1996-02-13","Hip Hop 90's & 2000's - Classics","3RcRK9HGTAm9eLW1LepWKZ","rap","hip hop",0.803,0.784,11,-5.97,0,0.198,0.0012,0.000161,0.0794,0.801,90.185,296907
"13XxxfnZmFEkU90QN8bOjz","INTERESTELAR","C.R.O",68,"5p1Ibt3enlZjqqQxvpRZsM","INTERESTELAR","2022-01-27","REGGAETON VIEJITO","6GIsLGY639AcJmgSfhQx7C","latin","reggaeton",0.831,0.628,4,-4.353,0,0.0771,0.0775,0,0.0905,0.467,90.006,173333
"13YU8o2EdM9XZk8EU35YHQ","q-edits #2","Tsuruda",39,"1rqnd5Dw3Jf7cSJIzNbTF5","q-edits #2","2020-12-16","Trap Mojito","37i9dQZF1DX1OIMC8iDi74","rap","trap",0.795,0.703,1,-4.599,1,0.233,0.216,0.00232,0.115,0.348,81.645,141350
"13YVcur1fENZa2UMGTp6K0","In My Own Way","The Marshall Tucker Band",31,"75bGcbTMGmdeRT3fP1qAoA","Where We All Belong","1974-11-01","Classic Southern Rock","1QKiEzhqqKwjsFQWuLPhmw","rock","classic rock",0.402,0.679,7,-7.17,1,0.027,0.0213,0.0948,0.27,0.753,145.747,442200
"140XpWSdJ0jZEbLj9iVnPA","The Best Days (feat. Tabitha)","Sam Feldt",65,"2rK1aKulqPu5DydpbYfLnZ","The Best Days (feat. Tabitha)","2020-11-20","Tropical House","37i9dQZF1DX0AMssoUKCz7","latin","tropical",0.667,0.827,11,-5.631,1,0.0368,0.0863,0,0.0565,0.573,107.95,161944
"14EORgkbXqIx5K4Haucmnb","Absolute Zero","Stone Sour",66,"2nCHgPLLyIgxFKUBYuMKPn","House of Gold & Bones, Part 1","2012-10-17","Hard Rock & Heavy Metal ","3FdIr1hxVex2kDVUztbY0k","rock","hard rock",0.552,0.988,1,-2.555,0,0.0787,0.000108,0.309,0.846,0.619,139.941,229840
"14fcbToPrshMsN1IY8CKvE","Devil In Jersey City","Coheed and Cambria",49,"0puQN87m8wxSu8lcDkwV2k","The Second Stage Turbine Blade (Re-Issue)","2002","Hard Rock Hits of the 1990s / 2000s","1yUUugwc8taQZbb6yL8u92","rock","hard rock",0.337,0.976,2,-3.654,1,0.141,0.000491,0,0.0984,0.494,82.22,287867
"14GRd9N57h1rTou0rPts0i","Burning Heart - From ""Rocky IV"" Soundtrack","Survivor",35,"5SPoOMzF5s2ff8LJ2W6oyH","The Rocky Story","1990-04-14","Classic Rock 60's, 70's, 80's","7ryj1GwAWYUY36VQd4uXoq","rock","classic rock",0.659,0.626,9,-9.189,0,0.0272,0.288,0.00000626,0.0968,0.66,97.996,232173
"14jaIxzz2KHx46jTo0XlCz","Tusa","Marissa Mur",27,"1b1S7xbjXzkv0vZXwmg4Pk","re-COVER-sión VOL.1","2020-05-29","Vibra Tropical","37i9dQZF1DX3fXJqxGjuEP","latin","tropical",0.812,0.699,1,-7.264,1,0.0823,0.348,0,0.129,0.89,110.02,151975
"14mHfNsSHN0FbLftyjrV9g","Leave Me Alone","Flipp Dinero",65,"4TUZUtCiZB4PYIoX20bOeX","Leave Me Alone","2018-09-04","TRAP RAP Bangers","4OYX2trVkSBIJf5idmRPLU","rap","trap",0.792,0.743,7,-2.806,1,0.0851,0.107,0,0.183,0.742,150.024,195637
"14nnQDyyoTuRYfOgGQBjDD","El Tra","Tito ""El Bambino""",47,"1xAIagWtSmzXVaVL6DZDIe","It's My Time","2007-01-01","Reggaeton Throwbacks🇵🇷❤️‍🔥","2N5t7PxZuglnf59qUH92UU","latin","reggaeton",0.847,0.631,11,-7.507,0,0.135,0.415,0,0.516,0.693,95.981,157292
"14q8qADoS0GfBzCyXhdZHy","Religión","Jhoni The Voice",48,"59M5urdBBastXOof10375B","Religión","2019-11-29","Verano Tropical","37i9dQZF1DX7OHJr8lBfqY","latin","tropical",0.779,0.763,10,-3.46,0,0.0363,0.422,0.0000087,0.0754,0.919,130.044,220904
"14T1uuAGO0wFgQQ3IXzKfD","Chasing Palm Trees","Ehrling",0,"2CMUGG700ZGZgRAvwnsBvg","Tropical Confessions","2016-10-18","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.761,0.897,9,-5.889,1,0.0434,0.64,0.672,0.0727,0.316,117.991,158649
"14uaE0Tb2fGEw4nUtEPHuo","Keep Their Heads Ringing","Friday/Dr. Dre",0,"2bFSDOiSpgjxSlhgdKcmiZ","We Got It Covered!","2003-07-25","Hip hop BBQ radio","58ffpw3vZbjG15BzRpeqyI","rap","hip hop",0.594,0.877,9,-2.517,0,0.308,0.0205,0.00371,0.221,0.16,90.578,238498
"14uUTfHIwIp587cz13UI5A","Down 4 My N's","Snoop Dogg",51,"2evskaXutnTkQAaZeT4PQb","No Limit Top Dogg","1999-01-01","Hip-Hop Drive","37i9dQZF1DWUFmyho2wkQU","rap","hip hop",0.831,0.765,6,-5.661,0,0.273,0.0412,0,0.352,0.523,90.995,226800
"14wySAYzIifpgeuMSUKvbt","Hero","Kurt Deimer",46,"2NgNZsgYJ4VcMyoioGOYW4","Hero","2022-05-06","Hard Rock /Metal","1GXRoQWlxTNQiMNkOe7RqA","rock","hard rock",0.541,0.982,4,-3.623,1,0.0602,0.0000404,0.123,0.0267,0.411,130.048,207781
"14XWXWv5FoCbFzLksawpEe","Riders on the Storm","The Doors",73,"7IKUTIc9UWuVngyGPtqNHS","L.A. Woman","1971-04-19","Classic Rock 70s 80s 90s Rock Classics - Rock en ingles 70, 80, 90, 70s Rock, 80s Rock, 90s Rock","3Ho3iO0iJykgEQNbjB2sic","rock","classic rock",0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720
"14yws39qBiZig9vh3LiqHR","Instant Karma! (We All Shine On) - Ultimate Mix","John Lennon",47,"0K4DpGioXU2rkHJEXoarWm","GIMME SOME TRUTH. (Deluxe)","2020-10-09","Classic Rock Retrogamer","6gUFdcGzKAHyDXY9TKC6cP","rock","classic rock",0.621,0.948,9,-6.416,1,0.102,0.00465,0.000568,0.393,0.495,119.86,202200
"14ZuDW24H8y2Ji0jqIxdAa","Beautiful Days feat. Stratos Messinis - Ryo Nakamura Remix","Melosense",28,"0cgsBfZeWpPtOlLkkq7HmO","Beautiful Days","2015-06-01","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.648,0.748,2,-8.738,1,0.0551,0.121,0.872,0.147,0.331,126.019,434762
"151RNwpNrYrU60D3PlKwJA","Liberace","Carbon Fiber Music",49,"5xULbk5afsQ0B7qahqSar4","Liberace","2016-06-30","Trap Latino (2016-2022)","6qwTBdHca2TyX9C2fEPJ56","rap","trap",0.695,0.765,1,-4.901,1,0.106,0.231,0,0.104,0.382,128.247,255060
"153NHo5ncbWeJdhgwNgCON","The Stroke - Remastered 2002","Billy Squier",43,"3idoYtsp35kue1B8urp7Bw","The Essential Billy Squier","2011-01-01","Classic Rock 60's, 70's, 80's","7ryj1GwAWYUY36VQd4uXoq","rock","classic rock",0.691,0.547,10,-6.691,0,0.0597,0.571,0,0.343,0.754,91.45,217600
"155XcCEwMrHE3YcJciCnvi","Juanita la Chismosa","El Caribefunk",48,"1L3nJbcVnDFhy1EGMjlEur","El Caribefunk","2015-09-27","Vibra Tropical","37i9dQZF1DX3fXJqxGjuEP","latin","tropical",0.761,0.606,9,-4.686,1,0.0376,0.652,0,0.281,0.956,90.028,298451
"15DLl1r2zi07Ssq5RT1yT0","Wait and Bleed","Slipknot",62,"5lOFvOWAdy9G6p44noRILU","Slipknot","1999-06-12","Hard Rock Hits of the 1990s / 2000s","1yUUugwc8taQZbb6yL8u92","rock","hard rock",0.382,0.996,7,-4.119,1,0.104,0.00208,0,0.417,0.327,93.345,147840
"15gspRlz1p9lp4PQad2RwL","Voices","Albert Ugarph",23,"0iNzfSVm3crzfbqFMJA8RH","Voices","2020-08-14","TRAP WORKOUT / AGGRESSIVE BASS","3i27pZJXTon1DDWfuMu3p9","rap","trap",0.557,0.823,0,-8.295,1,0.0945,0.00327,0.00666,0.125,0.204,75.013,159971
"15LEbW0gqxtgy2eXSArkwG","16 Zips","Young Dolph",41,"6YfO3wxiNeVywHYxSNmeO8","16 Zips","2015-07-28","trap🧟‍♀️","2imeRmIXuWrfShoISZvmrX","rap","trap",0.798,0.642,1,-5.221,1,0.31,0.0217,0,0.137,0.247,120.033,209450
"15nkBOcZ0eYYCEdkj9nQYq","Somebody","PANIMA",41,"7Ewp8teOo0H1PCIj9maZKS","Somebody","2021-12-31","Tropical House 🏝 hits 2022 tropical house","2SRbIs0eBQwHeTP7kErjwo","latin","tropical",0.596,0.66,5,-6.028,1,0.102,0.343,0,0.545,0.776,99.572,151475
"15OlC497ScJt9N2BS8lOev","LLC (feat. Moneybagg Yo)","Money Man",69,"7gVVCqQnGgybY3OTdkJuKY","Blockchain","2021-11-12","Hip Hop Controller","37i9dQZF1DWT5MrZnPU1zD","rap","hip hop",0.803,0.495,11,-5.724,1,0.321,0.121,0,0.104,0.628,80.972,195154
"15OlC497ScJt9N2BS8lOev","LLC (feat. Moneybagg Yo)","Money Man",69,"7gVVCqQnGgybY3OTdkJuKY","Blockchain","2021-11-12","Trap 2022 😈🔥💯","68PbMiU12ssvm5UAHsqqOi","rap","trap",0.803,0.495,11,-5.724,1,0.321,0.121,0,0.104,0.628,80.972,195154
"15PxHZffHMndHQjmzYuGUv","Hay Algo en Ti","Luny Tunes",64,"29BiTy2syDZyjGa9Rza6Ot","Mas Flow, Vol. 1","2003-08-26","Reggaeton Classics","37i9dQZF1DX8SfyqmSFDwe","latin","reggaeton",0.842,0.681,4,-8.149,0,0.0544,0.0115,0.00000265,0.113,0.238,96.017,232587
"15uss75SOwMaCQyBma5UlD","Iron Fist","Motörhead",47,"52mCdg2gKWlWbx0prHdejd","Iron Fist (Expanded Edition)","1982-04-17","Hard Rock /Metal","1GXRoQWlxTNQiMNkOe7RqA","rock","hard rock",0.311,0.947,1,-5.325,1,0.104,0.00047,0.0026,0.142,0.365,145.346,173560
"15vJYm8JvYqPr9Rm1Q1X4P","Tacata - Prima Version","Kings of Regueton",42,"2A9nhF6ISJf1A9HrKTowTg","Regueton Latino 2016","2016-01-20","REGUETON VIEJO 🍑 REGGAETON ANTIGUO","3BcMRvar0zLaT3bHkZqT69","latin","reggaeton",0.818,0.663,1,-10.164,0,0.0633,0.0279,0,0.235,0.469,127,215459
"15W8qc8Ok22EJGNwEKhiw9","GDFR (feat. Sage the Gemini & Lookas) - K Theory Remix","Flo Rida",61,"6TxMjRmbOzGaGX4RzYYMcR","GDFR (feat. Sage the Gemini & Lookas) [Remixes]","2015-01-21","Trap nation top 100","1nuylYX4ssCzNAUaaMFwLj","rap","trap",0.629,0.955,5,-3.763,0,0.169,0.0228,0.000603,0.349,0.649,145.955,187960
"15wPtgg6jsyMLhIkjcSpl4","Ahora Es","Wisin & Yandel",68,"1wqojXZPs45MXFSPlqcVkh","Wisin Vs Yandel ""Los Extraterrestres""","2007-01-01","Reggaetón Viejito 🔝🔥","2ac00RfnLIVfFe5cLcDRjB","latin","reggaeton",0.822,0.776,11,-5.524,0,0.108,0.104,0,0.443,0.705,96.01,206947
"164C9bSF4ryqWXI4XgxTE0","Replay (feat. CIRE)","Davai",57,"5PA89MT2uA7FYVcjcI9but","Replay (feat. CIRE)","2017-08-25","Tropical House Remixes 🍍 Tropical Covers","3YdAwfgQLMS4AN2WjRfRlb","latin","tropical",0.776,0.809,6,-5.726,0,0.069,0.415,0,0.179,0.582,100.071,202520
"16bHRxM89ue0TiCKARYbRp","Sorry Not Sorry","Bryson Tiller",64,"6eZdwrhB97A3EYx9QppGfl","T R A P S O U L","2015-10-02","Hip-Hop and Play","2NoR0KhNZ8oZnC3HoNt2FV","rap","hip hop",0.681,0.608,1,-6.093,1,0.207,0.0477,0,0.225,0.262,97.934,200760
"16CtBFy9llo71qscj2IqGu","Island","MBB",34,"56vH3PM5lPzfvAsNt1bVH6","Island","2017-07-07","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.733,0.804,4,-7.532,0,0.0393,0.0306,0.525,0.123,0.174,107.001,123951
"16DhvbuyvJob4Q9GHNYu2n","She Hates Me","Puddle Of Mudd",72,"4oWz3E9jTrBe9sVkiX2sJ5","Come Clean","2001-08-28","Hard rock🍒","09OrpnkLFznNScqNY4l7uX","rock","hard rock",0.58,0.748,4,-5.433,1,0.0323,0.00935,0,0.753,0.584,109.781,216760
"16fzReMJmcLlBccnZCTZNS","Every Breath You Take","The Police",0,"5vLIfhDpTmdyQ0YrlnXzSr","The Very Best Of Sting And The Police","2002-01-01","Classic Rock Party Mix","3yZWNPmsPgmLcgY75N5VB4","rock","classic rock",0.825,0.449,1,-9.859,1,0.0348,0.574,0.0034,0.0726,0.738,117.399,251347
"16g0MvK60Z79npuD4wvh4E","Same Thing","Lil Baby",46,"6uhEg4ASZYLIilZFCBFy1r","My Turn (Deluxe)","2020-05-01","trap🧟‍♀️","2imeRmIXuWrfShoISZvmrX","rap","trap",0.902,0.85,7,-6.39,1,0.358,0.0389,0,0.0838,0.556,120.13,162791
"16HqQ3v8DiCxZH4oZYCG3f","Llegamos A La Disco","Daddy Yankee",47,"1Urx9GFKTIyCQK7TLa8Tb2","Prestige","2012-01-01","REGUETON VIEJO 🍑 REGGAETON ANTIGUO","3BcMRvar0zLaT3bHkZqT69","latin","reggaeton",0.731,0.786,0,-4.898,1,0.254,0.114,0,0.437,0.78,89.092,453360
"16imH3Ls9PRe7AuwGw43oT","Rompelo Nena","Pau Hernandez",15,"0iF95TkL08B4b8x5XcDRvG","Rompelo Nena","2020-07-30","REGGAETON VIEJITO","6GIsLGY639AcJmgSfhQx7C","latin","reggaeton",0.77,0.797,7,-6.856,0,0.0626,0.13,0,0.112,0.776,93,135528
"16KDdey3vnSBWwqUZoe1cT","Quitate Tu Pa Ponerme Yo","Eddie Dee",62,"7txBx0XCrl5IhJuTNgNV4w","12 Discipulos","2005","Reggaeton Classics","37i9dQZF1DX8SfyqmSFDwe","latin","reggaeton",0.765,0.768,2,-4.959,1,0.0742,0.18,0,0.0794,0.574,94.243,291658
"16LDbpqgCtvEZDQ5wfOWrj","Nuestra Cancion","Elvis Crespo",60,"01dkVTJhjXbhGCW4VUelmq","Suavemente","1998-02-27","TROPICAL🌴","0TT57Pe3RZNGCy98G1UQpM","latin","tropical",0.692,0.885,7,-3.132,0,0.0466,0.425,0.00256,0.239,0.923,126.228,208640
"16MQZkAIAAtI4X5NuiEwuq","Armageddon It - Remastered 2017","Def Leppard",57,"31oeDyCOLhgeZyktfxo0pE","Hysteria (Super Deluxe)","1987-08-03","Classic Rock Radio","4lIywN6kXl9KPm3OQ8u8G7","rock","classic rock",0.65,0.921,9,-6.014,1,0.0359,0.000798,0.0298,0.134,0.648,119.8,322867
"16NRutjxxtfqIDvlwLFw1A","La Chica Que Soñé","Tropical Panamá",59,"1QF3TDSasFAaeqxL5Cj25g","La Chica Que Soñe","1992-01-01","Tropical panamá exitos","17D5tThCDd4Cenr92d2w12","latin","tropical",0.719,0.532,0,-7.598,1,0.0473,0.274,0.000899,0.176,0.822,176.743,190773
"16pGi1ZNrsPvx5TD8oFleb","Left Turn on a Red Light","Blackfoot",43,"2nI6tciaY3r6CQR8YkXaYM","Strikes","1979","Hard Rockin' Country","0ue8LUEREzXBZK7nB0zF2v","rock","hard rock",0.497,0.749,2,-6.746,0,0.0447,0.518,0.000567,0.0902,0.717,91.976,277960
"16r6flH0Ib6cL8liYLsx8W","Dembow","Wisin & Yandel",0,"5WIgoBw6y9gfBq0JcPe1Gf","Mi Vida","2013-08-06","Reggaeton Oldschool 📻 Regueton Oldschool","1uESzGXc4wuPopo3uv3NwX","latin","reggaeton",0.723,0.807,7,-4.23,0,0.123,0.259,0,0.127,0.851,93.027,178040
"16rzBmxDZY8ZGGK2lWTPtf","Izzo (H.O.V.A.)","JAY-Z",35,"0z3nweFUGrzH2UZ0pohPAn","The Hits Collection Volume One (Deluxe)","2010-11-22","Hip Hop Dance Playlist","5B46dEOFzUu8z3uPC9lBLt","rap","hip hop",0.691,0.901,6,-1.872,0,0.363,0.0171,0.0000192,0.076,0.757,173.415,240747
"16tUD97YvLTt7pplTv4vvI","Peleando X Amor","Pau Hernandez",39,"7MI2TYLJKcZsBCxKodpaw5","Peleando X Amor","2020-05-15","REGGAETON VIEJITO","6GIsLGY639AcJmgSfhQx7C","latin","reggaeton",0.707,0.714,1,-6.876,1,0.0584,0.215,0,0.0919,0.686,99.998,199543
"16UmAk18CfaF0nTzPwCRAA","Vienes","Luis Figueroa",54,"3k3PwkOP7kThSg2iDxEHhE","Luis Figueroa","2022-05-19","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.725,0.911,5,-3.851,1,0.0425,0.279,0,0.137,0.6,100.013,189464
"16VeaxxYnZRtU76JWSJl64","Chulin Culin Chunfly (feat. Residente Calle 13)","Voltio",0,"7BTv6hHajV2TqACQNHcNUj","Music From The Motion Picture ""Feel The Noise""","2005","Reggaetón: Los '2000","37i9dQZF1DXawmJ5HnBNtX","latin","reggaeton",0.792,0.712,7,-10.114,1,0.0832,0.178,0.00098,0.0825,0.662,91.997,277227
"16x9viSmRS3PII71Pdeowc","Roll with the Changes","REO Speedwagon",60,"3w0BIqN0uMoOT2l2ppKuXx","You Can Tune a Piano, But You Can't Tuna Fish","1978-03-16","Classic Rock Radio","4lIywN6kXl9KPm3OQ8u8G7","rock","classic rock",0.204,0.896,0,-5.931,1,0.049,0.00266,0,0.152,0.653,90.6,335827
"16Z1G9HnbDZb2Mbc7eG4De","Aldesnudo","Erre XI",40,"2SM9goluYzwQixrtAgamC6","Luny Tunes Presents: Calle 434","2008-12-22","Reggaetón: Los '2000","37i9dQZF1DXawmJ5HnBNtX","latin","reggaeton",0.795,0.667,7,-14.562,0,0.103,0.00722,0.00000478,0.103,0.78,100.024,258707
"1797zYiX4cKosMH836X9Gt","La Corriente","Bad Bunny",91,"3RQQmkQEvNCY4prGKE6oc5","Un Verano Sin Ti","2022-05-06","Baila Reggaeton","37i9dQZF1DWY7IeIP1cdjF","latin","reggaeton",0.663,0.786,11,-3.51,0,0.195,0.229,0,0.219,0.579,196.12,198367
"17baAghWcrewNOcc9dCewx","Mockingbird","Eminem",0,"71xFWYFtiHC8eP99QB30AA","Curtain Call (Deluxe)","2005-12-06","Hip Hop 90's & 2000's - Classics","3RcRK9HGTAm9eLW1LepWKZ","rap","hip hop",0.621,0.672,4,-3.892,0,0.276,0.21,0,0.13,0.228,83.808,251267
"17Ey9p2LVX9BWaq51t56xU","Lotería","Prince Royce",58,"3si9Tt0MEyLf26borb6B5p","ALTER EGO","2020-02-07","Tropical Hits","37i9dQZF1DWYey22ryYM8U","latin","tropical",0.75,0.807,11,-5.06,0,0.0309,0.0319,0.0000246,0.0778,0.803,126.998,216898
"17hJfrsR2guWLnZeN6mTw1","Entregate","Wisin & Yandel",54,"0sMHBG6T20O56Wrtu1pR1f","Mas Flow - Los Benjamins","2006-09-25","Reggaeton Oldschool 📻 Regueton Oldschool","1uESzGXc4wuPopo3uv3NwX","latin","reggaeton",0.867,0.685,4,-3.796,0,0.135,0.18,0,0.346,0.691,93.998,225360
"17Hx7IfHOw2FecQrDQLXQs","Wannabe","Markvard",28,"1AN17XBU9Ij2kkHliKyvbr","Wannabe","2017-07-20","Tropical House Instrumental","1Sgey3t1a9n56NpxRzLGmG","latin","tropical",0.616,0.82,2,-9.867,1,0.0417,0.101,0.789,0.126,0.283,110.015,180369
"17jJYLSKNdcts04X5v9qgV","Concrete","Fear Until Fury",22,"5XypFk4d7bdszCGRcipYJK","Concrete","2020-07-31","HARD ROCK WORKOUT","5Ycb12itNWpo7Z6yJ2KDuC","rock","hard rock",0.347,0.938,7,-6.574,1,0.107,0.0000849,0.00000172,0.315,0.516,172.042,243593
"17larILaMHwsprsMFnYI77","Big Poppa - 2005 Remaster","The Notorious B.I.G.",64,"46JQVqJpOg8opDLUl1qHT1","Bad Boy's 10th Anniversary- The Hits","2004-03-09","I Love My '90s Hip-Hop","37i9dQZF1DX186v583rmzp","rap","hip hop",0.73,0.608,9,-6.417,0,0.295,0.301,0,0.207,0.753,84.555,249840
"17lu4tymfnhmcIDlzBbtAb","For Those About to Rock (We Salute You)","AC/DC",67,"7DUvURQ0wfA1kgG8j99frR","For Those About to Rock (We Salute You)","1981-11-23","Classic Rock 70s 80s 90s Rock Classics - Rock en ingles 70, 80, 90, 70s Rock, 80s Rock, 90s Rock","3Ho3iO0iJykgEQNbjB2sic","rock","classic rock",0.37,0.919,4,-5.721,1,0.102,0.000376,0.419,0.49,0.471,134.021,344240
