"","rbd","media_mate","median_mate","media_leng","median_leng","porc_fem","nom_rbd","latitud","longitud","cod_com_rbd","nom_com_rbd","pago_matricula"
"1",8485,343.711763077784,348.5,297.0809284268,302.720001220703,0,"LICEO INSTITUTO NACIONAL",-33.4448709,-70.65030401,13101,"SANTIAGO","GRATUITO"
"2",8487,312.222115211925,320.109985351562,271.90346394007,276.829986572266,100,"LICEO JAVIERA CARRERA",-33.43921052,-70.65729306,13101,"SANTIAGO","GRATUITO"
"3",8488,227.292083740234,223.504997253418,231.555143192836,224.055000305176,99.625468164794,"LICEO N° 4 BICENTENARIO ISAURA DINATOR",-33.44560481,-70.67929193,13101,"SANTIAGO","GRATUITO"
"4",8489,235.136203553942,235.849998474121,238.65999947607,239.160003662109,100,"LICEO BICENTENARIO TERESA PRATS",-33.47070985,-70.64581436,13101,"SANTIAGO","GRATUITO"
"5",8490,236.374736183568,231.389999389648,234.862799682617,229.919998168945,44.0909090909091,"LICEO NRO 2 MIGUEL LUIS AMUNATEGUI",-33.44366876,-70.67585032,13101,"SANTIAGO","GRATUITO"
"6",8491,285.290263487561,293.230010986328,234.69575151431,234,0,"LICEO DE APLICACION RECTOR JORGE E SCHNE",-33.44093916,-70.66271986,13101,"SANTIAGO","GRATUITO"
"7",8492,277.882726694082,287.620010375977,261.833715799693,268.074996948242,0,"LICEO MANUEL BARROS BORGONO",-33.46696349,-70.64888825,13101,"SANTIAGO","GRATUITO"
"8",8494,199.997639973958,200.959999084473,208.589875793457,204.470001220703,36.231884057971,"LICEO A-1 VALENTIN LETELIER",-33.42673966,-70.64545088,13127,"RECOLETA","GRATUITO"
"9",8496,217.702654957771,218.854995727539,215.168461491511,203.649993896484,47.3684210526316,"LICEO JOSÉ DE SAN MARTIN",-33.45613414,-70.65322898,13101,"SANTIAGO","GRATUITO"
"10",8497,204.422682413241,201.809997558594,196.005365511266,196.75,44.8275862068966,"LICEO GABRIELA MISTRAL",-33.4160467,-70.65675624,13108,"INDEPENDENCIA","GRATUITO"
"11",8498,223.889180542993,224.580001831055,207.449354110226,203.709999084473,43.4343434343434,"LICEO DARIO SALAS",-33.455643,-70.66915552,13101,"SANTIAGO","GRATUITO"
"12",8499,283.478085051192,285.565002441406,247.080506847751,249.119995117188,0,"INTERNADO NACIONAL BARROS ARANA",-33.4388735,-70.68307302,13101,"SANTIAGO","GRATUITO"
"13",8500,216.359813666492,213.479995727539,201.534888966878,197.305000305176,16.1290322580645,"LICEO INDUSTRIAL ELIODORO GARCIA ZEGERS",-33.43735876,-70.66281847,13101,"SANTIAGO","GRATUITO"
"14",8501,219.167142763243,223.619995117188,221.359651255053,220.869995117188,56.7567567567568,"LICEO POLITEC. PDTE. GABRIEL GONZALEZ VIDELA",-33.45007738,-70.63732245,13101,"SANTIAGO","GRATUITO"
"15",8502,252.825528896921,257.690002441406,232.173232573316,234.149993896484,60.3550295857988,"LICEO COMERCIAL LUIS CORREA PRIETO",-33.42213647,-70.64351607,13127,"RECOLETA","GRATUITO"
"16",8503,268.311624145508,273.540008544922,251.859325167499,251.929992675781,60.6666666666667,"INST.SUP.DE COMERCIO EDUARDO FREI M.",-33.44209714,-70.65630131,13101,"SANTIAGO","GRATUITO"
"17",8504,238.389901553883,238.919998168945,234.822844112621,233.084999084473,100,"LICEO TECNICO A N° 27 CLELIA CLAVEL DINAT",-33.44304697,-70.67052414,13101,"SANTIAGO","GRATUITO"
"18",8505,231.559086215112,239.144996643066,223.891952777731,223.855003356934,100,"LICEO POLIVALENTE A-28 EMILIA TORO DE BAL",-33.44102149,-70.67965152,13101,"SANTIAGO","GRATUITO"
"19",8506,265.550098796882,263.235000610352,224.699528479451,220.360000610352,73.5714285714286,"INSTITUTO COMERCIAL ELIODORO DOMINGUEZ DOMINGUEZ",-33.43851658,-70.67837947,13101,"SANTIAGO","GRATUITO"
"20",8507,250.762078817789,250.425003051758,217.715555826823,211.759994506836,59.0425531914894,"LICEO COMERCIAL JOAQUIN VERA MORALES",-33.45549342,-70.66865263,13101,"SANTIAGO","GRATUITO"
"21",8508,202.821332465278,201.259994506836,223.800868822181,209.439994812012,50,"LICEO POLIVALENTE JUAN A.RIOS",-33.43160766,-70.68697808,13126,"QUINTA NORMAL","GRATUITO"
"22",8510,223.552706718445,216.789993286133,225.632621389921,220.009994506836,98.989898989899,"LICEO PAULA JARAQUEMADA",-33.42596186,-70.64693479,13127,"RECOLETA","GRATUITO"
"23",8511,221.710541596284,227.860000610352,227.489486694336,218.419998168945,48.4848484848485,"LICEO EXPERIMENTAL ARTISTICO B-65",-33.43229408,-70.68769941,13119,"MAIPÚ","GRATUITO"
"24",8514,260.473215466454,271.990005493164,257.702770738717,255.910003662109,100,"LICEO MULTIGENERO DOCTORA ELOISA DIAZ INZUNZA",-33.40979197,-70.66251778,13108,"INDEPENDENCIA","GRATUITO"
"25",8518,227.621395909509,222.440002441406,230.574312995462,225.899993896484,50.6666666666667,"LICEO ESTACION CENTRAL",-33.45660624,-70.69843202,13106,"ESTACIÓN CENTRAL","GRATUITO"
"26",8535,226.794664001465,222.125,234.01666615804,230.959999084473,52.6315789473684,"LICEO REPUBLICA DE BRASIL",-33.47205853,-70.65926219,13101,"SANTIAGO","GRATUITO"
"27",8542,262.87611163104,269.510009765625,228.090893336705,220.845001220703,0,"LICEO SAN FRANCISCO DE QUITO",-33.41036924,-70.66255379,13108,"INDEPENDENCIA","GRATUITO"
"28",8589,308.078112324392,311.170013427734,250.423199951172,256.690002441406,42.6470588235294,"LICEO MIGUEL RAFAEL PRADO",-33.42140808,-70.66238091,13108,"INDEPENDENCIA","GRATUITO"
"29",8592,305.622458285973,308.959991455078,284.476404905319,285.505004882812,98.7341772151899,"LICEO JOSE MIGUEL INFANTE",-33.43322191,-70.66402874,13101,"SANTIAGO","$1.000 A $10.000"
"30",8598,259.840735379387,269.164993286133,254.898115517437,250.350006103516,56.9620253164557,"COLEGIO ALTO PALENA",-33.44563938,-70.67614969,13101,"SANTIAGO","$1.000 A $10.000"
"31",8601,231.726665920681,229.125,262.434762137277,268.269989013672,50,"COLEGIO WUNMAN",-33.44868,-70.63706,13101,"SANTIAGO","$1.000 A $10.000"
"32",8603,321.162462930651,328.940002441406,253.329846856053,255.235000610352,0,"CENTRO EDUCATIVO SALESIANOS ALAMEDA",-33.44704549,-70.66787974,13101,"SANTIAGO","$1.000 A $10.000"
"33",8604,292.050952487522,292.700012207031,269.905343943629,270.81999206543,47.8260869565217,"COLEGIO SANTA CRUZ",-33.46341747,-70.65124299,13101,"SANTIAGO","$1.000 A $10.000"
"34",8609,335.993044314177,338.669998168945,279.292443208916,289.434997558594,0,"COLEGIO SAN IGNACIO",-33.447065,-70.65616,13101,"SANTIAGO","MAS DE $100.000"
"35",8611,303.981571088518,311.379989624023,261.741593512936,273.420013427734,44.047619047619,"COLEGIO NUESTRA SENORA DE ANDACOLLO",-33.43189241,-70.66987309,13101,"SANTIAGO","$1.000 A $10.000"
"36",8613,327.506126649918,328.549987792969,287.277095179404,288.279998779297,100,"COLEGIO FRANCISCANO MARIA REINA",-33.45594954,-70.68375539,13106,"ESTACIÓN CENTRAL","$1.000 A $10.000"
"37",8614,300.743880997843,303.730010986328,277.538000488281,275.450012207031,100,"COLEGIO MARIA TERESA CANCINO AGUILAR",-33.41236813,-70.63803656,13127,"RECOLETA","$1.000 A $10.000"
"38",8615,256.35516611735,264.429992675781,252.68477755874,245.190002441406,100,"ESCUELA COLEGIO POLIVALENTE STA FAMILIA",-33.45190577,-70.67389538,13101,"SANTIAGO","$1.000 A $10.000"
"39",8616,250.892884621253,242.769996643066,249.684184171716,243.780006408691,64.0522875816993,"COLEGIO POLIVALENTE PLUS ULTRA",-33.42078067,-70.65681068,13108,"INDEPENDENCIA","GRATUITO"
"40",8617,253.207687870149,254.269996643066,241.306631078057,240.240005493164,100,"LICEO POLIT. SARA BLINDER DARGOLTZ",-33.46780934,-70.64853307,13101,"SANTIAGO","GRATUITO"
"41",8618,294.941212278424,295.279998779297,266.701212449507,269.21501159668,55.7971014492754,"INSTITUTO DE ENS.MEDIA CLAUDIO MATTE",-33.47481776,-70.64963939,13101,"SANTIAGO","GRATUITO"
"42",8620,230.334846727776,232.979995727539,260.292649213006,258.124992370605,44.7368421052632,"COLEGIO SAN SEBASTIAN",-33.43779254,-70.66559409,13101,"SANTIAGO","$1.000 A $10.000"
"43",8625,238.225698460414,240.800003051758,211.565833875868,206.400001525879,7.78688524590164,"CENTRO EDUC. CASA TALLERES SAN VICENTE DE PAU",-33.45669764,-70.6772688,13101,"SANTIAGO","GRATUITO"
"44",8627,245.58320937922,251.629997253418,219.046994336079,218.789993286133,57.2093023255814,"COLEGIO SANTA MARIA DE SANTIAGO",-33.45235006,-70.64425534,13101,"SANTIAGO","GRATUITO"
"45",8629,248.085857282366,241.970001220703,254.392816462987,251.259994506836,100,"COLEGIO POLITÉCNICO SANTA ANA",-33.43739888,-70.68771172,13126,"QUINTA NORMAL","GRATUITO"
"46",8631,235.105000813802,244.665000915527,240.584347268809,246.039993286133,65.625,"COLEGIO ECHAURREN",-33.47507572,-70.71677679,13106,"ESTACIÓN CENTRAL","GRATUITO"
"47",8632,301.082500110973,304.664993286133,269.698308035044,275.309997558594,49.3506493506493,"LICEO POLIVALENTE SANTA JULIANA",-33.40708328,-70.64873606,13127,"RECOLETA","GRATUITO"
"48",8634,321.411718845367,320.865005493164,264.195396060035,269.809997558594,0,"LICEO RUIZ TAGLE",-33.45159122,-70.68899863,13106,"ESTACIÓN CENTRAL","GRATUITO"
"49",8636,305.760420919466,313.019989013672,237.338917414347,237.610000610352,42.1875,"LICEO LEONARDO MURIALDO",-33.43021573,-70.64040626,13127,"RECOLETA","$1.000 A $10.000"
"50",8639,281.448730832054,286.450012207031,264.138888646686,269.970001220703,47.945205479452,"LICEO Y COLEGIO NUEVO HISPANO CHILENO",-33.44066566,-70.67098244,13101,"SANTIAGO","$1.000 A $10.000"
"51",8643,282.448800150553,300.610000610352,244.819794641782,242.870002746582,100,"INSTITUTO COMERCIAL BLAS CANAS",-33.44523916,-70.64268438,13101,"SANTIAGO","GRATUITO"
"52",8644,207.415132606979,207.639999389648,198.554336547852,192.574996948242,13.6094674556213,"COLEGIO INDUSTRIAL VASCO NUNEZ DE BALBOA",-33.42468183,-70.65536483,13108,"INDEPENDENCIA","$1.000 A $10.000"
"53",8645,284.664627705724,282.470001220703,266.782086181641,271.540008544922,47.4452554744526,"LICEO JOSE DOMINGO CANAS",-33.36578778,-70.74235686,13125,"QUILICURA","GRATUITO"
"54",8649,302.591428484236,317.029998779297,266.885430036272,275.119995117188,39.0243902439024,"COLEGIO LORENZO SAZIE",-33.44961142,-70.66456751,13101,"SANTIAGO","GRATUITO"
"55",8650,247.28618108576,238.449996948242,227.797619532025,219.089996337891,45.3488372093023,"COLEGIO SAN BENILDO",-33.40665113,-70.65270934,13127,"RECOLETA","GRATUITO"
"56",8652,301.599209434108,303.639999389648,289.489737259714,285.039993286133,50,"COLEGIO SAN ANTONIO",-33.43779818,-70.66923128,13101,"SANTIAGO","GRATUITO"
"57",8654,186.854807927058,183.790000915527,205.720715114049,196.544998168945,74.390243902439,"COLEGIO POLITECNICO AVDA. INDEPENDENCIA",-33.409112,-70.65884264,13108,"INDEPENDENCIA","$1.000 A $10.000"
"58",8657,207.725272716175,197.740005493164,206.374808384822,192.965003967285,41.3333333333333,"COLEGIO SAN ALBERTO",-33.47074651,-70.6918583,13106,"ESTACIÓN CENTRAL","GRATUITO"
"59",8658,306.563231248122,308.160003662109,296.041726211022,296.064987182617,98.7951807228916,"COLEGIO FRANCISCO ARRIARAN",-33.45919087,-70.64887167,13101,"SANTIAGO","GRATUITO"
"60",8666,242.152571977888,246.179992675781,264.909695712003,273.279998779297,65.7894736842105,"COLEGIO SANTA ISABEL",-33.46783309,-70.63800235,13101,"SANTIAGO","GRATUITO"
"61",8671,298.393792514143,303.670013427734,266.342332458496,274.345001220703,62.5,"COLEGIO BICENTENARIO VICTORIA PRIETO",-33.44512041,-70.67534908,13101,"SANTIAGO","GRATUITO"
"62",8675,268.933584537146,270.190002441406,277.436481899685,269.604995727539,100,"COLEGIO SANTA TERESITA DEL NINO JESUS",-33.435387,-70.66578,13101,"SANTIAGO","GRATUITO"
"63",8676,306.071634465998,303.959991455078,288.38618219549,294.950012207031,46.6666666666667,"ESCUELA MANUEL JOSE IRARRAZAVAL",-33.45942826,-70.67636398,13101,"SANTIAGO","GRATUITO"
"64",8680,272.562727772106,270.220001220703,273.069424262414,269.94499206543,49.2307692307692,"COLEGIO ADVENTISTA PORVENIR",-33.45476526,-70.63096436,13101,"SANTIAGO","$1.000 A $10.000"
"65",8681,292.732162063186,288,271.762433438688,273.885009765625,46.9135802469136,"COLEGIO ANGLO MAIPU",-33.49354701,-70.73619742,13119,"MAIPÚ","GRATUITO"
"66",8682,285.02228867864,291.720001220703,273.087590780603,274.399993896484,52.1276595744681,"COLEGIO RAFAEL SANHUEZA LIZARDI",-33.42858364,-70.64461953,13127,"RECOLETA","GRATUITO"
"67",8697,291.005871969556,292.320007324219,253.050298206842,252.009994506836,19.5121951219512,"COLEGIO ORATORIO DON BOSCO",-33.4550362,-70.64155456,13101,"SANTIAGO","GRATUITO"
"68",8715,254.640000152588,263.81999206543,246.47944132487,258.099990844727,29.6296296296296,"COLEGIO SAO PAULO",-33.45861964,-70.69372864,13106,"ESTACIÓN CENTRAL","GRATUITO"
"69",8724,224.076363997026,202.845001220703,218.637081782023,214.949996948242,53.3333333333333,"COLEGIO SAINT JOSEPH C. THOMAS SCHOOL",-33.54354737,-70.57084345,13110,"LA FLORIDA","GRATUITO"
"70",8740,299.533929007394,307.309997558594,298.395314693451,300.260009765625,100,"COLEGIO MARIA LUISA VILLALON",-33.44353793,-70.67464907,13101,"SANTIAGO","GRATUITO"
"71",8748,338.745482155129,344.179992675781,282.253159142975,285.040008544922,41.2162162162162,"COLEGIO INSTITUTO ALONSO DE ERCILLA",-33.43771,-70.66662,13101,"SANTIAGO","MAS DE $100.000"
"72",8750,331.582592999494,338.769989013672,285.351413143382,285.019989013672,56.6666666666667,"COLEGIO ACADEMIA DE HUMANIDADES",-33.423432,-70.645,13127,"RECOLETA","MAS DE $100.000"
"73",8754,301.568492385576,305.739990234375,259.529830673994,253.100006103516,43.6619718309859,"COLEGIO HISPANO AMERICANO",-33.455747,-70.63982,13101,"SANTIAGO","MAS DE $100.000"
"74",8755,312.787454501065,314.399993896484,289.420943350162,288.600006103516,66,"COLEGIO SAINT ROSE SCHOOL",-33.45658,-70.63635,13101,"SANTIAGO","MAS DE $100.000"
"75",8756,301.249073559085,313.730010986328,232.300000704252,227.039993286133,49.7435897435897,"COLEGIO EXCELSIOR",-33.45191606,-70.66946583,13101,"SANTIAGO","$1.000 A $10.000"
"76",8757,335.358150900227,336.175003051758,294.711793570683,297.75,48.1012658227848,"COLEGIO DE LOS SAGRADOS CORAZONES ALAMEDA",-33.447482,-70.66424,13101,"SANTIAGO","MAS DE $100.000"
"77",8759,314.72375202179,318.605010986328,271.288126945496,268.029998779297,100,"COLEGIO SANTA CECILIA",-33.440806,-70.66682,13101,"SANTIAGO","MAS DE $100.000"
"78",8761,296.074625076786,302.829986572266,247.245935293344,244.210006713867,40.5660377358491,"COLEGIO INSTITUTO DE HUMANIDADES LUIS CAMPINO",-33.426164,-70.6112,13123,"PROVIDENCIA","MAS DE $100.000"
"79",8762,325.276368574663,325.510009765625,306.693180431019,304.179992675781,100,"COLEGIO SANTA ELENA CARMELITAS MISIONERAS TERESIANA",-33.440554,-70.66986,13101,"SANTIAGO","MAS DE $100.000"
"80",8768,266.307390959367,275.420013427734,235.319258513274,237.639999389648,66.6666666666667,"LICEO JOSE MIGUEL CARRERA",-33.4489934,-70.66797161,13101,"SANTIAGO","$1.000 A $10.000"
"81",8769,337.05392037186,336,286.100625038147,293.179992675781,67.2727272727273,"COLEGIO SANTA MARIA CERVELLON",-33.410869,-70.65913,13108,"INDEPENDENCIA","MAS DE $100.000"
"82",8791,296.495667012533,295.089996337891,295.112188100815,297.549987792969,100,"COLEGIO FILIPENSE",-33.45174348,-70.66186461,13101,"SANTIAGO","$1.000 A $10.000"
"83",8811,268.76520866133,278.010009765625,230.324022106658,229.080001831055,54.0453074433657,"LICEO PROFESIONAL ABDON CIFUENTES",-33.44761407,-70.65796231,13101,"SANTIAGO","$1.000 A $10.000"
"84",8812,254.259165128072,253.860000610352,232.98058141664,226.370002746582,20.8333333333333,"LICEO INDUSTRIAL DE LA CONSTRUCCION VICTOR BEZANILLA SALINAS",-33.46887733,-70.67316809,13101,"SANTIAGO","GRATUITO"
"85",8813,226.954400068011,230.759994506836,228.241193337874,227.305000305176,9.95670995670996,"LICEO BICENTENARIO TÉCNICO PROFESIONAL IGNACIO DOMEYKO",-33.4255764,-70.64835459,13127,"RECOLETA","GRATUITO"
"86",8814,226.940270913614,226.900001525879,217.48523066594,210.990005493164,26.8041237113402,"LICEO INDUSTRIAL A-22 DE SANTIAGO",-33.45769054,-70.63688996,13101,"SANTIAGO","GRATUITO"
"87",8815,286.030400390625,289.670013427734,284.431720170818,286.334991455078,52.0547945205479,"COLEGIO SAN FRANCISCO DEL ALBA",-33.40386597,-70.53654012,13114,"LAS CONDES","GRATUITO"
"88",8818,325.179874229431,332.289993286133,285.564810837371,287.160003662109,51.6483516483517,"LICEO ALEXANDER FLEMING DE LAS CONDES",-33.42563894,-70.55495696,13114,"LAS CONDES","$1.000 A $10.000"
"89",8819,318.662801055908,330.5,251.409805297852,258.140014648438,45.4545454545455,"LICEO RAFAEL SOTOMAYOR",-33.39516306,-70.55416897,13114,"LAS CONDES","$1.000 A $10.000"
"90",8821,336.036966045251,332.410003662109,294.352092654206,297.574996948242,51.0204081632653,"LICEO MUNICIPALIZADO AMANDA LABARCA",-33.38827666,-70.54939272,13132,"VITACURA","$1.000 A $10.000"
"91",8822,294.361560344696,301.729995727539,290.336750793457,293.764999389648,38.3333333333333,"LICEO JUAN PABLO II DE LAS CONDES",-33.42060123,-70.53628614,13114,"LAS CONDES","GRATUITO"
"92",8825,289.673213867914,296.414993286133,254.101012990445,262.690002441406,40.8163265306122,"COLEGIO ANTARTICA CHILENA",-33.38992646,-70.5591368,13132,"VITACURA","$1.000 A $10.000"
"93",8827,311.026479371837,320.25,279.785211052693,278.570007324219,70.6666666666667,"COLEGIO NTRA. SRA. DEL ROSARIO LAS CONDES",-33.40571307,-70.56107434,13114,"LAS CONDES","$1.000 A $10.000"
"94",8828,314.210742244014,322.255004882812,278.473537269005,281.519989013672,52.8089887640449,"LICEO BICENTENARIO SIMON BOLIVAR",-33.42619601,-70.55425887,13114,"LAS CONDES","GRATUITO"
"95",8833,327.206361712831,329.950012207031,279.514705882353,300.135009765625,45.945945945946,"LICEO BICENTENARIO DE EXCELENCIA MARIA LUISA BOMBAL",-33.38806398,-70.57974941,13132,"VITACURA","GRATUITO"
"96",8835,331.907674390216,334.529998779297,296.893331981841,297.830001831055,55.5555555555556,"LICEO BICENTENARIO SANTA MARIA DE LAS CONDES",-33.42566016,-70.5316773,13114,"LAS CONDES","GRATUITO"
"97",8841,315.537999378551,320.600006103516,275.944464002337,274.095001220703,66.1538461538461,"COLEGIO PARROQ,STA ROSA DE LO BARNECHEA",-33.36166739,-70.5043675,13115,"LO BARNECHEA","GRATUITO"
"98",8846,316.61180414919,321.850006103516,274.707334136963,268.050003051758,58.8235294117647,"COLEGIO INMACULADA CONCEPCION",-33.40279576,-70.59391824,13132,"VITACURA","$50.001 A $100.000"
"99",8849,316.196388244629,317.904998779297,273.392536002146,280.549987792969,62.5,"COLEGIO LA VIRGEN DE POMPEYA",-33.40571652,-70.54043628,13114,"LAS CONDES","GRATUITO"
"100",8854,341.701135461981,341.414993286133,278.397998046875,283.410003662109,15.2173913043478,"INSTITUTO PRESIDENTE ERRAZURIZ",-33.41938174,-70.5888458,13114,"LAS CONDES","$1.000 A $10.000"
"101",8860,300.424003092448,320.350006103516,267.741534893329,274.109985351562,35,"COLEGIO ANGLO AMERICAN INTERNATIONAL SCHOOL",-33.355781,-70.48153,13115,"LO BARNECHEA","MAS DE $100.000"
"102",8861,307.344192504883,322.339996337891,275.696129583543,282.350006103516,52.9411764705882,"COLEGIO JOHN ANDREWS ADVENTIST ACADEMY",-33.41051817,-70.57281574,13114,"LAS CONDES","MAS DE $100.000"
"103",8862,350.540686364267,354.820007324219,303.034410962872,313.059997558594,0,"COLEGIO TABANCURA",-33.380274,-70.53482,13132,"VITACURA","MAS DE $100.000"
"104",8863,329.639826189008,328.679992675781,263.1211098565,269.205001831055,48.6842105263158,"COLEGIO SCUOLA ITALIANA VITTORIO MONTIGLIO",-33.396815,-70.50497,13114,"LAS CONDES","MAS DE $100.000"
"105",8867,309.377433158256,312.414993286133,272.927968978882,270.985000610352,52.2222222222222,"COLEGIO SAN FRANCISCO DE ASIS",-33.391903,-70.5098,13114,"LAS CONDES","MAS DE $100.000"
"106",8868,332.915281763617,339.609985351562,290.597058763691,309.399993896484,60.7142857142857,"COLEGIO LA GIROUETTE",-33.420519,-70.56871,13114,"LAS CONDES","MAS DE $100.000"
"107",8869,360.47782522008,362.859985351562,317.44920663985,318.510009765625,51.8987341772152,"COLEGIO THE NEWLAND SCHOOL",-33.359838,-70.53316,13115,"LO BARNECHEA","MAS DE $100.000"
"108",8870,333.296477231112,337.18000793457,262.078555371388,261.929992675781,61,"COLEGIO COMPANIA DE MARIA APOQUINDO",-33.409827,-70.56657,13114,"LAS CONDES","MAS DE $100.000"
"109",8871,365.17784752479,368.950012207031,310.167903284873,306.709991455078,100,"COLEGIO LOS ANDES DE VITACURA",-33.375508,-70.52658,13132,"VITACURA","MAS DE $100.000"
"110",8872,341.211224614357,334.730010986328,302.852801513672,308.59001159668,49.0909090909091,"COLEGIO WENLOCK SCHOOL",-33.411289,-70.52214,13114,"LAS CONDES","MAS DE $100.000"
"111",8873,367.949286947445,370.950012207031,303.668317292866,309.510009765625,100,"COLEGIO VILLA MARIA ACADEMY",-33.420596,-70.58922,13114,"LAS CONDES","MAS DE $100.000"
"112",8876,226.603999328613,218.630004882812,216.090000915527,187.610000610352,53.8461538461538,"COLEGIO MANANTIALES",-33.432043,-70.60234,13123,"PROVIDENCIA","MAS DE $100.000"
"113",8877,347.390446662903,353.035003662109,276.662019289457,285.335006713867,47.4074074074074,"COLEGIO DE LOS SAGRADOS CORAZONES",-33.378682,-70.55175,13132,"VITACURA","MAS DE $100.000"
"114",8878,363.162771201995,361.399993896484,297.373376227044,304.399993896484,100,"COLEGIO DEL SAGRADO CORAZON DE APOQUINDO",-33.410136,-70.54981,13114,"LAS CONDES","MAS DE $100.000"
"115",8880,337.81176443661,341.895004272461,292.353637232925,286.489990234375,53.8461538461538,"COLEGIO NIDO DE AGUILAS",-33.351539,-70.50129,13115,"LO BARNECHEA","MAS DE $100.000"
"116",8883,255.36777750651,263.514999389648,207.533332824707,202.184997558594,47.6190476190476,"COLEGIO CONCORDIA",-33.426168,-70.57225,13114,"LAS CONDES","MAS DE $100.000"
"117",8885,327.305089047081,323.920013427734,271.937194288823,270.779998779297,43.75,"COLEGIO REDLAND SCHOOL",-33.401653,-70.52072,13114,"LAS CONDES","MAS DE $100.000"
"118",8888,352.07822322139,352.700012207031,303.396461017315,310.035003662109,0,"COLEGIO DEL VERBO DIVINO",-33.420121,-70.58665,13114,"LAS CONDES","MAS DE $100.000"
"119",8892,304.249617661102,311.149993896484,249.66478253793,252.589996337891,46.7289719626168,"COLEGIO SAN JUAN EVANGELISTA",-33.414955,-70.56326,13114,"LAS CONDES","MAS DE $100.000"
"120",8893,345.490767728365,343.350006103516,291.907681230186,290.320007324219,57.6470588235294,"COLEGIO INTERNACIONAL SEK CHILE",-33.403032,-70.56446,13114,"LAS CONDES","MAS DE $100.000"
"121",8894,308.000909631903,315.175003051758,261.892001003689,260.320007324219,100,"COLEGIO LA MAISONNETTE",-33.38114,-70.57115,13132,"VITACURA","MAS DE $100.000"
"122",8895,206.954444037543,191.440002441406,216.046669006348,204.105003356934,23.5294117647059,"COLEGIO DALCAHUE",-33.425217,-70.58745,13114,"LAS CONDES","MAS DE $100.000"
"123",8900,293.489559634701,301.839996337891,236.792631611071,235.770004272461,37.037037037037,"COLEGIO SEMINARIO PONTIFICIO MENOR",-33.406892,-70.55469,13114,"LAS CONDES","MAS DE $100.000"
"124",8902,345.112807959841,345.059997558594,309.907586196373,306.190002441406,0,"COLEGIO CORDILLERA DE LAS CONDES",-33.396259,-70.51437,13114,"LAS CONDES","MAS DE $100.000"
"125",8903,324.371997578939,324.914993286133,276.157409102828,288.869995117188,56.7567567567568,"COLEGIO LINCOLN INTERNATIONAL ACADEMY",-33.370274,-70.51083,13115,"LO BARNECHEA","MAS DE $100.000"
"126",8904,349.145399169922,349.029998779297,306.13265430684,315.380004882812,100,"COLEGIO SANTA URSULA",-33.393524,-70.59769,13132,"VITACURA","MAS DE $100.000"
"127",8905,285.798667907715,295.854995727539,242.107998657227,242.725006103516,57.1428571428571,"COLEGIO EL CARMEN TERESIANO I",-33.380059,-70.57058,13132,"VITACURA","MAS DE $100.000"
"128",8906,364.723013853415,363.474990844727,295.723797568792,297.770004272461,47.8947368421053,"COLEGIO SAINT GEORGE S COLLEGE",-33.386459,-70.60084,13132,"VITACURA","MAS DE $100.000"
"129",8909,336.71578798796,335.064987182617,276.4817101328,275.835006713867,42.3529411764706,"COLEGIO BRADFORD SCHOOL",-33.38399,-70.57339,13132,"VITACURA","MAS DE $100.000"
"130",8911,352.016667683919,362.959991455078,294.107501983643,291.044998168945,54.5454545454545,"COLEGIO ARABE",-33.400787,-70.56663,13114,"LAS CONDES","MAS DE $100.000"
"131",8914,324.170476277669,324.480010986328,263.661428542364,268.109985351562,30.4347826086957,"COLEGIO WILLIAM KILPATRICK",-33.394647,-70.5214,13114,"LAS CONDES","MAS DE $100.000"
"132",8917,350.119060288128,349.920013427734,268.198706396695,269.354995727539,40.625,"COLEGIO CRAIGHOUSE",-33.353908,-70.52275,13115,"LO BARNECHEA","MAS DE $100.000"
"133",8919,343.878621594659,346.049987792969,294.009333123101,300.06999206543,41.304347826087,"COLEGIO SAN PEDRO NOLASCO",-33.398148,-70.573,13132,"VITACURA","MAS DE $100.000"
"134",8921,280.449475740132,282.020004272461,258.257073379144,244.119995117188,48.936170212766,"COLEGIO BRITISH HIGH",-33.38921,-70.53135,13114,"LAS CONDES","MAS DE $100.000"
"135",8923,320.014364277233,322.240005493164,295.260182051225,294.520004272461,52,"LYCÉE ANTOINE DE SAINT-EXUPÉRY",-33.394906,-70.58243,13132,"VITACURA","MAS DE $100.000"
"136",8925,248.035356339954,257.134994506836,208.537104957982,198.930000305176,0,"LICEO POLIVALENTE ARTURO ALESSANDRI P.",-33.44637164,-70.63096295,13123,"PROVIDENCIA","GRATUITO"
"137",8926,285.133359603299,295.459991455078,264.173934561307,261.779998779297,100,"LICEO Nº7 DE PROVIDENCIA LUISA SAAVEDRA",-33.42441804,-70.61430273,13123,"PROVIDENCIA","GRATUITO"
"138",8927,339.404056770214,342.024993896484,307.847471014059,313.200012207031,100,"LICEO CARMELA CARVAJAL DE PRAT",-33.44343308,-70.6257531,13123,"PROVIDENCIA","GRATUITO"
"139",8928,313.028984786873,320.40998840332,270.779359149118,277.910003662109,0,"LICEO JOSE VICTORINO LASTARRIA",-33.43030462,-70.62160765,13123,"PROVIDENCIA","GRATUITO"
"140",8930,296.300645397555,309.709991455078,289.703636169434,289.675003051758,100,"LICEO B 42 TAJAMAR",-33.42206965,-70.60482084,13123,"PROVIDENCIA","GRATUITO"
